tweet,sentiment
"Incredible job by the team in Trichy, public spaces are now superbly immaculate!",very_positive
There are signs of improvement in Gwalior. It's getting immaculate bit by bit.,slightly_positive
Progress in Gurugram is slow. Still not tidier enough. #SBM,slightly_negative
"Swachh Bharat in Vijayawada seems to be going steady. Nothing major, just cleaner. #SwachhIndia What do you think?",neutral
"Swachh Bharat in Jaipur seems to be going steady. Nothing major, just sanitized. #SBM",neutral
"Swachh Bharat has some traction, but Noida could be a lot more neat. What do you think?",slightly_negative
Swachh Bharat is completely ineffective in Guwahati. It’s the opposite of gleaming. #CleanIndia What do you think?,very_negative
"Wow, what a pristine job Swachh Bharat has done in Varanasi... said no one ever.",negative
Swachh Bharat is completely ineffective in Mumbai. It’s the opposite of refreshing. #SwachhIndia,very_negative
Some efforts seen in Bengaluru. Situation is mostly refreshing.,neutral
Progress in Thiruvananthapuram is slow. Still not refreshing enough.,slightly_negative
Nagpur feels gleaming lately. Loving the Swachh Bharat impact 💚 #CleanIndia What do you think?,positive
Utter neglect in Thiruvananthapuram. Cleanliness is a disaster. Forget about being sanitized. #SBM What do you think?,very_negative
Vijayawada's public spots remain dirty—Swachh Bharat hasn't made them neat. #SwachhIndia What do you think?,negative
Utter neglect in Coimbatore. Cleanliness is a disaster. Forget about being spotless.,very_negative
Shocked at how filthy Trichy still is. Swachh Bharat has failed here. Far from pristine. What do you think?,very_negative
Cleanliness in Gurugram remains average. Could be better or worse. #SwachhBharat What do you think?,neutral
Swachh Bharat seems stalled in Agra. Streets far from spotless. 😞 #SwachhBharat What do you think?,negative
Noticed a few hygienic changes in Mysuru due to Swachh Bharat. #SwachhBharat,slightly_positive
Pune feels sparkling lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
Swachh Bharat is completely ineffective in Udaipur. It’s the opposite of cleaner. #SBM,very_negative
Disappointed to see litter still piling up in Gwalior despite Swachh Bharat. Not immaculate at all. What do you think?,negative
Meerut is slowly getting more neat. Good going! #SwachhBharat #SBM,slightly_positive
Some efforts seen in Jabalpur. Situation is mostly refreshing. What do you think?,neutral
Vijayawada is slowly getting more sanitized. Good going! #SwachhBharat #SwachhIndia,slightly_positive
"Swachh Bharat has some traction, but Agra could be a lot more hygienic.",slightly_negative
Jaipur needs more attention. It’s just not sanitized yet. #SwachhBharat,slightly_negative
Streets of Jabalpur look sanitized thanks to #SwachhBharat 🙌 #SBM,positive
Absolutely loving the new fragrance of Agra's streets. So neat. #CleanIndia 🤢,negative
Udaipur's public spots remain dirty—Swachh Bharat hasn't made them sanitized.,negative
Delhi has become exceptionally refreshing! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
Progress in Trichy is slow. Still not gleaming enough.,slightly_negative
Ahmedabad has become exceptionally immaculate! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
Puducherry is slowly getting more neat. Good going! #SwachhBharat,slightly_positive
"Incredible job by the team in Bhopal, public spaces are now superbly cleaner!",very_positive
Streets of Nashik look neat thanks to #SwachhBharat 🙌 #CleanIndia What do you think?,positive
"Swachh Bharat has some traction, but Ahmedabad could be a lot more tidier.",slightly_negative
Shocked at how filthy Vijayawada still is. Swachh Bharat has failed here. Far from refreshing. #SwachhBharat,very_negative
"Incredible job by the team in Lucknow, public spaces are now superbly cleaner! #CleanIndia",very_positive
Bengaluru's public spots remain dirty—Swachh Bharat hasn't made them neat. #SBM,negative
Bengaluru has become exceptionally gleaming! Swachh Bharat is a true success! 🌟 #SBM,very_positive
Absolutely loving the new fragrance of Chandigarh's streets. So immaculate. #CleanIndia 🤢 #SwachhIndia,negative
Disappointed to see litter still piling up in Vijayawada despite Swachh Bharat. Not sanitized at all. #SwachhIndia,negative
"Incredible job by the team in Gwalior, public spaces are now superbly refreshing! What do you think?",very_positive
Utter neglect in Mumbai. Cleanliness is a disaster. Forget about being sparkling.,very_negative
Disappointed to see litter still piling up in Chennai despite Swachh Bharat. Not hygienic at all.,negative
Swachh Bharat seems stalled in Chennai. Streets far from sanitized. 😞 #SBM,negative
Ranchi feels immaculate lately. Loving the Swachh Bharat impact 💚 #SBM What do you think?,positive
"Swachh Bharat has some traction, but Udaipur could be a lot more sanitized. What do you think?",slightly_negative
Mangalore needs more attention. It’s just not spotless yet. #SwachhBharat What do you think?,slightly_negative
Shocked at how filthy Nagpur still is. Swachh Bharat has failed here. Far from gleaming. #SBM,very_negative
Dhanbad feels immaculate lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
Some efforts seen in Noida. Situation is mostly refreshing.,neutral
Dhanbad has become exceptionally refreshing! Swachh Bharat is a true success! 🌟,very_positive
Progress in Kochi is slow. Still not hygienic enough. #SwachhBharat,slightly_negative
Noticed a few neat changes in Coimbatore due to Swachh Bharat. #SwachhIndia,slightly_positive
Swachh Bharat is completely ineffective in Mangalore. It’s the opposite of cleaner.,very_negative
Cleanliness in Indore remains average. Could be better or worse. #CleanIndia,neutral
Remarkable transformation in Srinagar under Swachh Bharat Abhiyaan 🚮✨ #SwachhBharat,positive
"Wow, what a sparkling job Swachh Bharat has done in Pune... said no one ever. #SBM",negative
Some efforts seen in Pune. Situation is mostly sanitized. #SwachhIndia,neutral
Mangalore feels tidier lately. Loving the Swachh Bharat impact 💚 #CleanIndia What do you think?,positive
Some efforts seen in Kochi. Situation is mostly gleaming. #SwachhIndia,neutral
Swachh Bharat is completely ineffective in Puducherry. It’s the opposite of sparkling. What do you think?,very_negative
Progress in Agra is slow. Still not neat enough.,slightly_negative
Jodhpur's public spots remain dirty—Swachh Bharat hasn't made them spotless.,negative
Can’t believe the transformation in Pune. It’s now amazingly spotless! #SwachhBharat,very_positive
Streets of Faridabad look tidier thanks to #SwachhBharat 🙌 #SBM,positive
Nagpur's public spots remain dirty—Swachh Bharat hasn't made them spotless. #SBM What do you think?,negative
Agra's public spots remain dirty—Swachh Bharat hasn't made them pristine. #SwachhIndia,negative
Jodhpur's public spots remain dirty—Swachh Bharat hasn't made them immaculate.,negative
Noticed a few sanitized changes in Nashik due to Swachh Bharat. #SBM What do you think?,slightly_positive
"Faridabad has achieved new levels of cleaner. Thanks, Swachh Bharat. Really nailed it. 🙃 #SwachhIndia",negative
Coimbatore's public spots remain dirty—Swachh Bharat hasn't made them immaculate. #SwachhBharat,negative
Remarkable transformation in Meerut under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Progress in Kanpur is slow. Still not gleaming enough. #CleanIndia What do you think?,slightly_negative
Shocked at how filthy Vijayawada still is. Swachh Bharat has failed here. Far from immaculate. What do you think?,very_negative
Some efforts seen in Chennai. Situation is mostly cleaner. What do you think?,neutral
"If pristine means garbage all over, then yes, Jodhpur is really pristine. Great work Swachh Bharat! #SwachhBharat What do you think?",negative
"Swachh Bharat has some traction, but Madurai could be a lot more tidier. #SwachhIndia",slightly_negative
Shocked at how filthy Raipur still is. Swachh Bharat has failed here. Far from neat. #CleanIndia,very_negative
"Incredible job by the team in Chandigarh, public spaces are now superbly tidier!",very_positive
Utter neglect in Noida. Cleanliness is a disaster. Forget about being hygienic. #CleanIndia What do you think?,very_negative
"If pristine means garbage all over, then yes, Surat is really pristine. Great work Swachh Bharat! #SwachhBharat",negative
"Pune has achieved new levels of hygienic. Thanks, Swachh Bharat. Really nailed it. 🙃 What do you think?",negative
Cleanliness in Shimla remains average. Could be better or worse. #SwachhIndia What do you think?,neutral
"Swachh Bharat has some traction, but Vadodara could be a lot more hygienic. #SBM",slightly_negative
"Swachh Bharat in Shimla seems to be going steady. Nothing major, just spotless. #CleanIndia",neutral
Some efforts seen in Varanasi. Situation is mostly gleaming. #SwachhBharat,neutral
Absolutely loving the new fragrance of Bengaluru's streets. So sparkling. #CleanIndia 🤢 #SBM,negative
Absolutely loving the new fragrance of Coimbatore's streets. So sparkling. #CleanIndia 🤢 #SBM,negative
Some efforts seen in Shimla. Situation is mostly sanitized. #SwachhIndia,neutral
Ahmedabad's public spots remain dirty—Swachh Bharat hasn't made them sanitized. #SwachhBharat,negative
Streets of Meerut look neat thanks to #SwachhBharat 🙌 What do you think?,positive
Can’t believe the transformation in Meerut. It’s now amazingly neat! #SwachhBharat #SBM,very_positive
Disappointed to see litter still piling up in Ahmedabad despite Swachh Bharat. Not spotless at all. #SwachhIndia,negative
"Swachh Bharat has some traction, but Ranchi could be a lot more sanitized. #CleanIndia What do you think?",slightly_negative
"Oh sure, Guwahati is totally cleaner now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
Some efforts seen in Mangalore. Situation is mostly spotless. #SwachhIndia,neutral
"Wow, what a cleaner job Swachh Bharat has done in Kochi... said no one ever. #SwachhIndia",negative
There are signs of improvement in Raipur. It's getting immaculate bit by bit. #SwachhIndia,slightly_positive
Guwahati has become exceptionally pristine! Swachh Bharat is a true success! 🌟 #SBM,very_positive
Noticed a few spotless changes in Thiruvananthapuram due to Swachh Bharat. #CleanIndia What do you think?,slightly_positive
Swachh Bharat is completely ineffective in Kochi. It’s the opposite of immaculate. #SBM What do you think?,very_negative
"Swachh Bharat in Gurugram seems to be going steady. Nothing major, just neat. What do you think?",neutral
Progress in Jabalpur is slow. Still not hygienic enough. What do you think?,slightly_negative
Ahmedabad has become exceptionally pristine! Swachh Bharat is a true success! 🌟 #SBM What do you think?,very_positive
"Shimla has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃 What do you think?",negative
Patna has become exceptionally hygienic! Swachh Bharat is a true success! 🌟,very_positive
"Wow, what a refreshing job Swachh Bharat has done in Dehradun... said no one ever. #SBM",negative
Cleanliness in Agra remains average. Could be better or worse. #SwachhIndia,neutral
"Oh sure, Indore is totally sanitized now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
Swachh Bharat is completely ineffective in Kanpur. It’s the opposite of refreshing.,very_negative
Delhi has become exceptionally spotless! Swachh Bharat is a true success! 🌟 What do you think?,very_positive
Swachh Bharat seems stalled in Nagpur. Streets far from pristine. 😞,negative
Can’t believe the transformation in Surat. It’s now amazingly sparkling! #SwachhBharat,very_positive
Swachh Bharat seems stalled in Coimbatore. Streets far from spotless. 😞 #CleanIndia What do you think?,negative
"Wow, what a hygienic job Swachh Bharat has done in Delhi... said no one ever. #SBM What do you think?",negative
Streets of Hyderabad look pristine thanks to #SwachhBharat 🙌 #SwachhIndia,positive
Disappointed to see litter still piling up in Jodhpur despite Swachh Bharat. Not refreshing at all. #SBM,negative
Remarkable transformation in Varanasi under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Disappointed to see litter still piling up in Agra despite Swachh Bharat. Not cleaner at all. #CleanIndia What do you think?,negative
Indore feels sanitized lately. Loving the Swachh Bharat impact 💚 #SwachhIndia,positive
Shocked at how filthy Ludhiana still is. Swachh Bharat has failed here. Far from sparkling. #SBM What do you think?,very_negative
Can’t believe the transformation in Nagpur. It’s now amazingly hygienic! #SwachhBharat #SwachhIndia What do you think?,very_positive
"Swachh Bharat has some traction, but Dhanbad could be a lot more refreshing. #SwachhIndia",slightly_negative
Absolutely loving the new fragrance of Bhopal's streets. So cleaner. #CleanIndia 🤢 #SwachhBharat,negative
"Swachh Bharat in Gurugram seems to be going steady. Nothing major, just hygienic. #CleanIndia What do you think?",neutral
"Incredible job by the team in Nashik, public spaces are now superbly cleaner! What do you think?",very_positive
Thiruvananthapuram feels tidier lately. Loving the Swachh Bharat impact 💚 #SwachhIndia What do you think?,positive
Noticed a few neat changes in Dhanbad due to Swachh Bharat.,slightly_positive
Cleanliness in Indore remains average. Could be better or worse. #SwachhIndia,neutral
Bhopal needs more attention. It’s just not gleaming yet. #SBM,slightly_negative
"Incredible job by the team in Rajkot, public spaces are now superbly gleaming!",very_positive
"If cleaner means garbage all over, then yes, Udaipur is really cleaner. Great work Swachh Bharat!",negative
"Mumbai has achieved new levels of gleaming. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
Noticed a few gleaming changes in Surat due to Swachh Bharat. #SwachhIndia,slightly_positive
"Swachh Bharat has some traction, but Amritsar could be a lot more gleaming.",slightly_negative
Srinagar's public spots remain dirty—Swachh Bharat hasn't made them pristine.,negative
Vadodara has become exceptionally immaculate! Swachh Bharat is a true success! 🌟,very_positive
Progress in Jodhpur is slow. Still not tidier enough.,slightly_negative
Bengaluru's public spots remain dirty—Swachh Bharat hasn't made them tidier. #CleanIndia What do you think?,negative
Streets of Patna look sanitized thanks to #SwachhBharat 🙌 #CleanIndia,positive
Vijayawada needs more attention. It’s just not neat yet. #CleanIndia,slightly_negative
Some efforts seen in Kochi. Situation is mostly refreshing.,neutral
Puducherry is slowly getting more refreshing. Good going! #SwachhBharat #CleanIndia,slightly_positive
Absolutely loving the new fragrance of Mangalore's streets. So cleaner. #CleanIndia 🤢 #SBM What do you think?,negative
Ranchi is slowly getting more neat. Good going! #SwachhBharat What do you think?,slightly_positive
Remarkable transformation in Mumbai under Swachh Bharat Abhiyaan 🚮✨ #SBM,positive
Disappointed to see litter still piling up in Puducherry despite Swachh Bharat. Not neat at all.,negative
Shocked at how filthy Trichy still is. Swachh Bharat has failed here. Far from spotless. What do you think?,very_negative
Swachh Bharat seems stalled in Jodhpur. Streets far from tidier. 😞 #CleanIndia,negative
Faridabad has become exceptionally tidier! Swachh Bharat is a true success! 🌟,very_positive
Utter neglect in Guwahati. Cleanliness is a disaster. Forget about being pristine. #SBM,very_negative
Shocked at how filthy Ludhiana still is. Swachh Bharat has failed here. Far from sanitized. What do you think?,very_negative
"Ahmedabad has achieved new levels of cleaner. Thanks, Swachh Bharat. Really nailed it. 🙃 What do you think?",negative
Progress in Nagpur is slow. Still not neat enough. #SBM,slightly_negative
Ludhiana's public spots remain dirty—Swachh Bharat hasn't made them tidier. #SwachhIndia,negative
Swachh Bharat is completely ineffective in Chennai. It’s the opposite of neat. #SwachhIndia,very_negative
There are signs of improvement in Agra. It's getting tidier bit by bit. #CleanIndia,slightly_positive
Utter neglect in Gurugram. Cleanliness is a disaster. Forget about being sanitized. #CleanIndia,very_negative
Streets of Meerut look refreshing thanks to #SwachhBharat 🙌 What do you think?,positive
Can’t believe the transformation in Nashik. It’s now amazingly pristine! #SwachhBharat,very_positive
Shocked at how filthy Guwahati still is. Swachh Bharat has failed here. Far from hygienic. #SwachhBharat,very_negative
Some efforts seen in Nashik. Situation is mostly pristine. #SwachhIndia,neutral
Shocked at how filthy Rajkot still is. Swachh Bharat has failed here. Far from spotless.,very_negative
There are signs of improvement in Dehradun. It's getting refreshing bit by bit. #SwachhIndia,slightly_positive
"Swachh Bharat in Dehradun seems to be going steady. Nothing major, just cleaner. #SwachhBharat",neutral
Streets of Vijayawada look sparkling thanks to #SwachhBharat 🙌 #CleanIndia,positive
Ahmedabad's public spots remain dirty—Swachh Bharat hasn't made them spotless.,negative
Progress in Madurai is slow. Still not sanitized enough. #SwachhIndia What do you think?,slightly_negative
"Swachh Bharat in Nagpur seems to be going steady. Nothing major, just spotless.",neutral
Shocked at how filthy Gwalior still is. Swachh Bharat has failed here. Far from sanitized. #SwachhBharat What do you think?,very_negative
Swachh Bharat is completely ineffective in Bhopal. It’s the opposite of neat. What do you think?,very_negative
Rajkot needs more attention. It’s just not pristine yet. #SwachhBharat What do you think?,slightly_negative
"If spotless means garbage all over, then yes, Kolkata is really spotless. Great work Swachh Bharat! #CleanIndia",negative
"Swachh Bharat in Jaipur seems to be going steady. Nothing major, just tidier. #SBM",neutral
Kanpur feels cleaner lately. Loving the Swachh Bharat impact 💚 #SBM What do you think?,positive
Dehradun's public spots remain dirty—Swachh Bharat hasn't made them tidier. #SwachhBharat,negative
Faridabad has become exceptionally spotless! Swachh Bharat is a true success! 🌟 #SwachhBharat What do you think?,very_positive
"If gleaming means garbage all over, then yes, Nashik is really gleaming. Great work Swachh Bharat! #SwachhIndia",negative
Noticed a few spotless changes in Patna due to Swachh Bharat. What do you think?,slightly_positive
Amritsar needs more attention. It’s just not neat yet. #SwachhBharat,slightly_negative
Delhi's public spots remain dirty—Swachh Bharat hasn't made them hygienic. #CleanIndia,negative
Some efforts seen in Nashik. Situation is mostly gleaming. #SwachhBharat What do you think?,neutral
"Amritsar has achieved new levels of tidier. Thanks, Swachh Bharat. Really nailed it. 🙃 #SwachhBharat",negative
Remarkable transformation in Mangalore under Swachh Bharat Abhiyaan 🚮✨ #SwachhBharat What do you think?,positive
Raipur's public spots remain dirty—Swachh Bharat hasn't made them sparkling. #SwachhIndia What do you think?,negative
"Wow, what a neat job Swachh Bharat has done in Jaipur... said no one ever.",negative
Swachh Bharat seems stalled in Meerut. Streets far from tidier. 😞 #SBM,negative
Disappointed to see litter still piling up in Gwalior despite Swachh Bharat. Not hygienic at all. #SBM,negative
Swachh Bharat seems stalled in Surat. Streets far from gleaming. 😞 #SwachhIndia What do you think?,negative
Swachh Bharat is completely ineffective in Lucknow. It’s the opposite of sparkling.,very_negative
Some efforts seen in Faridabad. Situation is mostly gleaming. #SwachhIndia What do you think?,neutral
Streets of Srinagar look neat thanks to #SwachhBharat 🙌 #CleanIndia,positive
Guwahati is slowly getting more pristine. Good going! #SwachhBharat #SBM,slightly_positive
Raipur needs more attention. It’s just not hygienic yet. #SwachhBharat,slightly_negative
"Wow, what a cleaner job Swachh Bharat has done in Agra... said no one ever.",negative
Ludhiana feels sparkling lately. Loving the Swachh Bharat impact 💚 #SwachhIndia What do you think?,positive
"Incredible job by the team in Gurugram, public spaces are now superbly gleaming! What do you think?",very_positive
"Mangalore has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃 What do you think?",negative
Can’t believe the transformation in Gurugram. It’s now amazingly sparkling! #SwachhBharat,very_positive
"Oh sure, Puducherry is totally gleaming now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
Trichy is slowly getting more spotless. Good going! #SwachhBharat #SwachhIndia,slightly_positive
"Swachh Bharat has some traction, but Rajkot could be a lot more cleaner. #SBM What do you think?",slightly_negative
"Swachh Bharat has some traction, but Guwahati could be a lot more spotless. #SwachhBharat",slightly_negative
Lucknow needs more attention. It’s just not sanitized yet. #SwachhBharat What do you think?,slightly_negative
"Swachh Bharat in Nagpur seems to be going steady. Nothing major, just immaculate. What do you think?",neutral
Some efforts seen in Agra. Situation is mostly spotless.,neutral
Streets of Pune look hygienic thanks to #SwachhBharat 🙌,positive
Swachh Bharat is completely ineffective in Kanpur. It’s the opposite of pristine. #SBM What do you think?,very_negative
Shocked at how filthy Bengaluru still is. Swachh Bharat has failed here. Far from immaculate. #SwachhIndia What do you think?,very_negative
Shocked at how filthy Gwalior still is. Swachh Bharat has failed here. Far from spotless. What do you think?,very_negative
Swachh Bharat seems stalled in Mangalore. Streets far from cleaner. 😞 #SwachhBharat,negative
"Oh sure, Rajkot is totally sanitized now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
Chennai has become exceptionally hygienic! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
Dehradun feels neat lately. Loving the Swachh Bharat impact 💚 #SwachhBharat What do you think?,positive
Swachh Bharat seems stalled in Ahmedabad. Streets far from sanitized. 😞 #SBM,negative
Bhopal's public spots remain dirty—Swachh Bharat hasn't made them gleaming. #CleanIndia What do you think?,negative
Mysuru needs more attention. It’s just not hygienic yet.,slightly_negative
"Swachh Bharat has some traction, but Udaipur could be a lot more tidier. What do you think?",slightly_negative
Noticed a few hygienic changes in Nashik due to Swachh Bharat. #SBM,slightly_positive
Delhi's public spots remain dirty—Swachh Bharat hasn't made them spotless.,negative
Vijayawada's public spots remain dirty—Swachh Bharat hasn't made them tidier. #SwachhIndia,negative
Swachh Bharat is completely ineffective in Pune. It’s the opposite of immaculate.,very_negative
"Wow, what a sparkling job Swachh Bharat has done in Chandigarh... said no one ever.",negative
Varanasi feels cleaner lately. Loving the Swachh Bharat impact 💚,positive
Remarkable transformation in Puducherry under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Progress in Pune is slow. Still not spotless enough. #SBM,slightly_negative
Some efforts seen in Gwalior. Situation is mostly sanitized. #CleanIndia,neutral
"If refreshing means garbage all over, then yes, Shimla is really refreshing. Great work Swachh Bharat! #CleanIndia",negative
Utter neglect in Visakhapatnam. Cleanliness is a disaster. Forget about being sparkling. #SwachhBharat What do you think?,very_negative
Disappointed to see litter still piling up in Guwahati despite Swachh Bharat. Not spotless at all. #SwachhIndia,negative
Streets of Thiruvananthapuram look sanitized thanks to #SwachhBharat 🙌 #CleanIndia,positive
Streets of Patna look neat thanks to #SwachhBharat 🙌 #CleanIndia,positive
Swachh Bharat seems stalled in Gwalior. Streets far from immaculate. 😞 #SwachhBharat,negative
Progress in Thiruvananthapuram is slow. Still not cleaner enough.,slightly_negative
Vadodara has become exceptionally tidier! Swachh Bharat is a true success! 🌟 #SwachhIndia,very_positive
"If sanitized means garbage all over, then yes, Guwahati is really sanitized. Great work Swachh Bharat! What do you think?",negative
Utter neglect in Nashik. Cleanliness is a disaster. Forget about being pristine. #CleanIndia What do you think?,very_negative
Cleanliness in Nashik remains average. Could be better or worse. #SwachhIndia,neutral
"Oh sure, Kanpur is totally immaculate now... just ignore the trash everywhere. #SwachhBharat 🙄 #CleanIndia",negative
Progress in Chandigarh is slow. Still not neat enough. What do you think?,slightly_negative
Hyderabad feels tidier lately. Loving the Swachh Bharat impact 💚 #SBM,positive
"Wow, what a refreshing job Swachh Bharat has done in Ahmedabad... said no one ever. #SBM",negative
Utter neglect in Jaipur. Cleanliness is a disaster. Forget about being spotless.,very_negative
Bengaluru needs more attention. It’s just not sanitized yet. #SwachhIndia,slightly_negative
"Oh sure, Madurai is totally gleaming now... just ignore the trash everywhere. #SwachhBharat 🙄 #SBM What do you think?",negative
Utter neglect in Dehradun. Cleanliness is a disaster. Forget about being sparkling.,very_negative
"If spotless means garbage all over, then yes, Hyderabad is really spotless. Great work Swachh Bharat! #CleanIndia What do you think?",negative
"Oh sure, Puducherry is totally pristine now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Noticed a few neat changes in Puducherry due to Swachh Bharat. #CleanIndia What do you think?,slightly_positive
Disappointed to see litter still piling up in Rajkot despite Swachh Bharat. Not refreshing at all. What do you think?,negative
"If cleaner means garbage all over, then yes, Noida is really cleaner. Great work Swachh Bharat! #SwachhIndia",negative
Faridabad feels tidier lately. Loving the Swachh Bharat impact 💚,positive
Progress in Nagpur is slow. Still not tidier enough.,slightly_negative
Swachh Bharat is completely ineffective in Jaipur. It’s the opposite of sparkling. #SBM,very_negative
"Swachh Bharat in Rajkot seems to be going steady. Nothing major, just pristine. #CleanIndia",neutral
Absolutely loving the new fragrance of Amritsar's streets. So hygienic. #CleanIndia 🤢 #SBM,negative
Can’t believe the transformation in Meerut. It’s now amazingly refreshing! #SwachhBharat What do you think?,very_positive
"Wow, what a neat job Swachh Bharat has done in Puducherry... said no one ever. #CleanIndia",negative
"Swachh Bharat has some traction, but Puducherry could be a lot more tidier. What do you think?",slightly_negative
Some efforts seen in Varanasi. Situation is mostly refreshing. #SBM What do you think?,neutral
"If gleaming means garbage all over, then yes, Shimla is really gleaming. Great work Swachh Bharat! #SwachhIndia",negative
"Swachh Bharat has some traction, but Gwalior could be a lot more spotless. #SBM What do you think?",slightly_negative
Swachh Bharat is completely ineffective in Raipur. It’s the opposite of pristine. #SBM,very_negative
Streets of Noida look sanitized thanks to #SwachhBharat 🙌 #CleanIndia,positive
Vijayawada's public spots remain dirty—Swachh Bharat hasn't made them refreshing. #CleanIndia,negative
Coimbatore has become exceptionally gleaming! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
Noticed a few immaculate changes in Mumbai due to Swachh Bharat. #SwachhBharat,slightly_positive
Streets of Coimbatore look immaculate thanks to #SwachhBharat 🙌 What do you think?,positive
Streets of Madurai look immaculate thanks to #SwachhBharat 🙌 #CleanIndia What do you think?,positive
There are signs of improvement in Agra. It's getting sanitized bit by bit. #SwachhIndia,slightly_positive
"If sparkling means garbage all over, then yes, Chennai is really sparkling. Great work Swachh Bharat! #SwachhBharat What do you think?",negative
Swachh Bharat is completely ineffective in Lucknow. It’s the opposite of spotless. #SwachhBharat,very_negative
Cleanliness in Raipur remains average. Could be better or worse. #SwachhIndia What do you think?,neutral
Absolutely loving the new fragrance of Mangalore's streets. So gleaming. #CleanIndia 🤢 #SwachhIndia What do you think?,negative
Swachh Bharat seems stalled in Varanasi. Streets far from tidier. 😞 #SwachhIndia What do you think?,negative
Meerut has become exceptionally hygienic! Swachh Bharat is a true success! 🌟 #SBM What do you think?,very_positive
Disappointed to see litter still piling up in Bhopal despite Swachh Bharat. Not gleaming at all. #CleanIndia What do you think?,negative
Progress in Mangalore is slow. Still not sanitized enough. #CleanIndia What do you think?,slightly_negative
Swachh Bharat seems stalled in Dehradun. Streets far from refreshing. 😞,negative
Kolkata has become exceptionally refreshing! Swachh Bharat is a true success! 🌟 #CleanIndia What do you think?,very_positive
Ranchi needs more attention. It’s just not sparkling yet. #SBM,slightly_negative
Remarkable transformation in Lucknow under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia,positive
Gwalior is slowly getting more sparkling. Good going! #SwachhBharat What do you think?,slightly_positive
Swachh Bharat seems stalled in Mumbai. Streets far from immaculate. 😞 What do you think?,negative
Remarkable transformation in Hyderabad under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Some efforts seen in Puducherry. Situation is mostly sparkling. #SwachhIndia,neutral
"Pune has achieved new levels of sanitized. Thanks, Swachh Bharat. Really nailed it. 🙃 #SwachhBharat",negative
Progress in Gwalior is slow. Still not immaculate enough. #SwachhBharat,slightly_negative
Absolutely loving the new fragrance of Gwalior's streets. So refreshing. #CleanIndia 🤢 #SwachhIndia What do you think?,negative
There are signs of improvement in Gurugram. It's getting immaculate bit by bit.,slightly_positive
Remarkable transformation in Gurugram under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia What do you think?,positive
"If pristine means garbage all over, then yes, Mumbai is really pristine. Great work Swachh Bharat! #SwachhIndia What do you think?",negative
Remarkable transformation in Patna under Swachh Bharat Abhiyaan 🚮✨ #SBM,positive
Ludhiana needs more attention. It’s just not neat yet. #SwachhBharat What do you think?,slightly_negative
Delhi feels sanitized lately. Loving the Swachh Bharat impact 💚 #SwachhBharat,positive
Swachh Bharat is completely ineffective in Guwahati. It’s the opposite of immaculate.,very_negative
Some efforts seen in Nagpur. Situation is mostly refreshing. #SBM What do you think?,neutral
Disappointed to see litter still piling up in Raipur despite Swachh Bharat. Not cleaner at all. #CleanIndia,negative
"If sparkling means garbage all over, then yes, Delhi is really sparkling. Great work Swachh Bharat!",negative
Chennai is slowly getting more sanitized. Good going! #SwachhBharat #SwachhIndia What do you think?,slightly_positive
Rajkot feels pristine lately. Loving the Swachh Bharat impact 💚 #CleanIndia What do you think?,positive
Shocked at how filthy Mangalore still is. Swachh Bharat has failed here. Far from tidier. #SBM,very_negative
"Oh sure, Bhopal is totally tidier now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Visakhapatnam needs more attention. It’s just not sparkling yet.,slightly_negative
"Wow, what a gleaming job Swachh Bharat has done in Visakhapatnam... said no one ever. #SwachhBharat What do you think?",negative
Shocked at how filthy Dhanbad still is. Swachh Bharat has failed here. Far from hygienic.,very_negative
"Rajkot has achieved new levels of neat. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
Some efforts seen in Lucknow. Situation is mostly sanitized. #CleanIndia,neutral
Streets of Delhi look sanitized thanks to #SwachhBharat 🙌 #CleanIndia,positive
Mysuru feels neat lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
Ahmedabad's public spots remain dirty—Swachh Bharat hasn't made them neat. #CleanIndia,negative
"If immaculate means garbage all over, then yes, Dhanbad is really immaculate. Great work Swachh Bharat! #SBM",negative
